facility,level,hub,district,region,dhis2_uid,dhis2_name,DHIS2_UID,HIBRID_UID
Eliofe H/C III,H/C III,Arua Hub   ,Maracha Terego,West Nile,\N,Eliofe HC III,o5I1o1YMVxP,U6rWGBjxrJS
Butandiga H/C III,H/C III,Budadiri Hub     ,Sironko,Mid Eastern,\N,Butandiga HC III,PX7XHOUnYJY,WbnYhPFFfbr
Malukhu H/C III,H/C III,Mbale Hub   ,Mbale,Mid Eastern,V2x1UIpO46L,Malukhu HC III,V2x1UIpO46L,egEWSv2Ezgr
China Uganda Friendship Hospital- Naguru,Hospital,Kampala Hub,Kampala,Kampala,h40pKp93Mtc,Naguru Hospital - China Uganda Friends,#N/A,BKjoU6SRsjk
Nyakatare H/C III,H/C III,Kanungu Hub   ,Kanungu,South Western,Nm3mxuGGRG1,Nyakatare HC III,Nm3mxuGGRG1,aJBIX5MqcG7
Bunaseke H/C III,H/C III,Budadiri Hub     ,Sironko,Mid Eastern,\N,Bunaseke HC III,A8E98vahuiC,IrFVKJTX28H
Alangi H/C III,H/C III,Warr Hub  ,Zombo,West Nile,\N,Alangi HC III,apEUhKfLxjY,UtUQEYzXbTT
Mpungu H/C III (Kanungu),H/C III,Kanungu Hub   ,Kanungu,South Western,s5LS26QGqzl,Mpungu HC III,s5LS26QGqzl,IeTjhIvCmVN
Labongogali H/C III,H/C II,Atiak Hub   ,Amuru,Mid Northern,Tvayfd3cIU2,Labongogali HC II,Tvayfd3cIU2,xM2u2bnozx4
Kagumu H/C III,H/C III,Pallisa Hub   ,Kibuku,Mid Eastern,\N,Kagumu HC III,h10KjYB2xDh,jyJfnGOPQjf
Ggoli H/C III (Mpigi),H/C III,Mpigi Hub    ,Mpigi,Central 1,SzVYBCcGiM7,Ggoli HC III NGO,SzVYBCcGiM7,UVPD54W0bVj
Nyamirama H/C III,H/C III,Kanungu Hub   ,Kanungu,South Western,\N,Nyamirama HC III,bSj21Ydq4fP,Md7zYltXkcM
St Bernards Mannya H/C III,H/C III,Rakai Hub   ,Rakai,Central 1,a7obyfFdJ8u,St. Bernards Mannya HC II,a7obyfFdJ8u,H8sTQzGWWfX
Rwengiri  H/C III,H/C III,Nyakibale Hub   ,Rukungiri,South Western,\N,Rwengiri HC III,aeuGMylOmSs,Hnn4Q6mC7LI
Bugoigo H/C II,H/C II,Buliisa Hub   ,Buliisa,Mid Western,\N,Bugoigo HC II,ijHGyxnKjmz,cnHyJNtujPv
Ibulanku H/C III,H/C III,Iganga Hub    ,Iganga,East Central,kiuNceUg1Zo,Ibulanku Community Health Centre HC III,kiuNceUg1Zo,WCT4vBey8Xg
Wattuba H/C III,H/C III,Wakiso Hub  ,Wakiso,Central 1,Tr9SwdDaZNB,Watubba HC III,Tr9SwdDaZNB,q2kinhB2W0G
Katete H/C III,H/C III,Kanungu Hub   ,Kanungu,South Western,\N,Katete HC III,zu1VixoD4pu,kA4c7nPuQ0e
Kyetume H/C III (Lwengo),H/C III,Lwengo Hub    ,Lwengo,Central 1,w53Iyr73JjT,Kyetume HC III,w53Iyr73JjT,xhd8hBGAeVN
Kikolimbo H/C III,H/C III,Ntwetwe Hub    ,Kyankwanzi,Central 2,KcfKx2brSuv,Kikolimbo HC II,KcfKx2brSuv,IDbRPdZW0Ih
Kureku H/C II,H/C II,Adjumani Hub   ,Adjumani,West Nile,\N,Kureku HC II,x14PIFWlmxx,gUjxlwsL0TC
Health Initiatives Association,Special Clinic,Kawolo Hub   ,Buikwe ,Central 2,U4PSDjSLsi2,Health Initiative Association Uganda,U4PSDjSLsi2,hErmgDIpiv0
Taqwa H/C III,H/C III,Wakiso Hub  ,Wakiso,Central 1,Ipvxi1nV5X4,Taqwa HC III,Ipvxi1nV5X4,EsF7TRmcbo8
Masaka Police Clinic,Special Clinic,Masaka Hub   ,Masaka,Central 1,SWWHTLQjZXW,Masaka Police HC II,SWWHTLQjZXW,nKAK678r1fq
Noahs Ark Family Clinic,Special Clinic,Mukono Hub ,Mukono ,Central 2,dXEcBso8rQv,Noah`s Ark HC III,dXEcBso8rQv,ocwBkQSPHwd
St Francis Mbiriizi H/C III,Clinic,Lwengo Hub    ,Lwengo,Central 1,n3uHerzsnE1,St. Francis Mbirizi HC III,n3uHerzsnE1,uQQaKqDkazt
Kyeirumba H/C III,H/C III,Rwekubo Hub   ,Isingiro,South Western,\N,Kyeirumba HC III,uEUAoZHJzu0,bk1L2WzBpr9
Bweyogerere H/C III Muslim (Hassan Tourabi H/C III),H/C III,Wakiso Hub  ,Wakiso,Central 1,hzPoo5zzWjj,Bweyogerere Hassan Turabi. HC III,hzPoo5zzWjj,PRBJ5m7x1sZ
St Apollo H/C III-Namasuba,H/C III,Entebbe Hub   ,Wakiso,Central 1,bcdfCnTKqaR,Namasuba Medical Care CLINIC-NR,#N/A,GsuLOsSQW0F
Kasodo H/C III,H/C III,Pallisa Hub   ,Pallisa,Mid Eastern,\N,Kasodo HC III,QIGx6E6L3Y5,K9YvhZRfEfs
Barakala H/C III,H/C II,Yumbe Hub   ,Yumbe,West Nile,\N,Barakala HC III,e1kEs6glxbT,nzW16kzRbSH
Nkata H/C II,H/C II,Kayunga Hub  ,Buvuma,Central 2,\N,Nkata HC II,WezVXLK01Ry,HBJZincJeRc
Nalugala H/C II,H/C II,Entebbe Hub   ,Wakiso,Central 1,\N,Nalugala HC II,NnCBsNdKT4X,OEiZF8KySlo
Mitukula H/C III,H/C III,Rakai Hub   ,Kyotera,Central 1,SElLcUjqrGg,Mitukula HC III,SElLcUjqrGg,L26ymiR2Ou1
Olujobo H/C III,H/C III,Rhino Camp Hub  ,Arua,West Nile,\N,Olujobo HC III,IuVsQCPk19T,GgMQlJiv40w
Namutamba H/C III  COU  (Mityana),H/C III,Mityana Hub   ,Mityana,Central 2,sf2baAzfwgW,Namutamba HC III,sf2baAzfwgW,WjHC3pxXhKM
Nyamwegabira H/C III,H/C III,Kanungu Hub   ,Kanungu,South Western,\N,Nyamwegabira HC III,TbdxHVOs0zC,qdM5q6Dn3om
Kayonza H/C III (Kanungu),H/C III,Kanungu Hub   ,Kanungu,South Western,x65jpp0WQnc,Kayonza Tea Factory HC III,x65jpp0WQnc,FyqxhZr9WGk
Morungatuny H/C III,H/C III,Amuria Hub   ,Amuria,North East,\N,Morungatuny HC III,FxdgLy07xN4,dFejVoT6GGn
Lacor H/C III (Amuru),H/C III,Atiak Hub   ,Amuru,Mid Northern,cjnFsHrJ4M4,Lacor (Amuru) HC III,#N/A,m4JHmfk3EDv
Lake Mburo H/C III,H/C III,Rushere Hub   ,Kiruhura,South Western,GVN2Bcibhmd,Kanyaryeru (Lake Mburo) HC III,GVN2Bcibhmd,KFNXOMNTlBG
Anaka H/C II (Madi Opei),H/C II,Madi Opei Hub   ,Lamwo,Mid Northern,bLzMzz5fzGQ,Anaka HC II (Madi Opei),#N/A,JDCRm5JMDhO
Zzinga H/C II,H/C II,Entebbe Hub   ,Wakiso,Central 1,nYpQROJrK2y,ZINGA HC II,#N/A,VlY3Sg6Lx5R
Kibuuka H/C II,H/C II,Rakai Hub   ,Rakai,Central 1,a5K7IVmM7zJ,Kibuuka HC II,#N/A,eLT1yWxQscU
Dzaipi H/C III,H/C III,Adjumani Hub   ,Adjumani,West Nile,\N,Dzaipi HC III,Krxa01FAxdW,TRZMnnntCU1
Bigungiro H/C II,H/C II,Kabale Hub   ,Rubanda,South Western,\N,Bigungiro HC II,oZVIABxg51n,mR9y72MoSOt
Kihefo H/C III,H/C III,Kabale Hub   ,Kabale,South Western,B8okqr86WzK,Kihefo Clinic,B8okqr86WzK,sfD9Omjn7C4
Kabbo H/C II,H/C II,Mubende Hub    ,Mubende,Central 2,\N,Kabbo HC II,aW1eTxFPaeo,Qg6KAEJlU9F
Gateriteri H/C III,H/C III,Kisoro Hub   ,Kisoro,South Western,\N,Gateriteri HC III,V5l3C1YQlLa,kYKOOvCfX0v
Aliba H/C III,H/C III,Moyo Hub   ,Moyo,West Nile,\N,Aliba HC III,AZRfSZ46cbp,s4xXjW5yHoO
Mutara H/C III,H/C III,kitagata Hub   ,Mitooma,South Western,\N,Mutara HC III,go8iYQcmIAE,Apc3FdytqHY
Kituntu H/C III,H/C III,Mpigi Hub    ,Mpigi,Central 1,anOxR20hDCC,Kituntu HC III,anOxR20hDCC,J9rqe6siZlw
Siira H/C III,\N,Mbale Hub   ,Mbale,Mid Eastern,eQUTo4Kz4Cv,Siira HC III,eQUTo4Kz4Cv,kuIfWUD5SXE
Ssanje Domiciliary Clinic,Special Clinic,Rakai Hub   ,Rakai,Central 1,amwSlyHvRiP,Sanje Domeciary HC II,amwSlyHvRiP,i09oYdGsg4Z
Kapkoloswo H/C III,H/C III,Kapchorwa Hub   ,Bukwo,Mid Eastern,\N,Kapkoloswo HC III,apNXE4NwXoP,edY51qbw6Ge
St Stephens Hospital (Mpererwe),Special Clinic,Kampala Hub,Kampala,Kampala,qGVARGVRtsr,St. Stephens Mpererwe HC III,qGVARGVRtsr,n72vve43WOD
Kyabi H/C III,H/C III,Ssembabule Hub   ,Ssembabule,Central 1,u0ZXCHvbs0W,Kyabi HC III,u0ZXCHvbs0W,TLwHuUpMbLe
Haama H/C II,H/C II,Buyinja Hub   ,Namayingo,East Central,\N,Haama HC II,W7fiTCkLzlW,VVS5CJxWFlc
Rwoburunga H/C III,H/C III,kitagata Hub   ,Mitooma,South Western,\N,Rwoburunga HC III,jA7tuThhDUU,MFfXHFnCL11
Kakoma H/C III,H/C III,Rwekubo Hub   ,Isingiro,South Western,RI4Fb24F84i,Kakoma HC III,RI4Fb24F84i,Ye48G22cbfd
Nalweyo H/C III,H/C III,Kakindo Hub   ,Kakumiro,Mid Western,\N,Nalweyo HC III,uXgyniUkd0D,n63nWHbNqSM
Bihanga Army H/C II,H/C II,Ruhoko Hub   ,Ibanda,South Western,k58XY2uVEjN,Bihanga Updf Barracks HC II,k58XY2uVEjN,OlZb8XheqoM
Makiro H/C III,H/C III,Kanungu Hub   ,Kanungu,South Western,\N,Makiro HC III,TN8jN40Os3d,GVtwxxyOl6o
Igayaza H/C II,H/C III,Kakindo Hub   ,Kakumiro,Mid Western,\N,Igayaza HC II,QP3xbv4C32B,WUpEqdJ7YlT
Kibanda H/C II (Kabale),H/C II,Kabale Hub   ,Rukiga,South Western,OFHXaWocktQ,Kibanda HC II,OFHXaWocktQ,XFmjMsVSsUm
Nyakinama H/C III,H/C III,Kisoro Hub   ,Kisoro,South Western,\N,Nyakinama HC III,PncHhF14R0N,V4AjxcswRdm
Mulagi H/C III,H/C III,Busolwe Hub   ,Butaleja,Mid Eastern,\N,Mulagi HC III,udCPHdcVeb7,Z0BcmBWoUJr
Bukungu H/C II,H/C II,Kidera Hub   ,Buyende ,East Central,\N,Bukungu HC II,L63oRktfIfQ,EBDh6pGxOvv
Bukalasi H/C III,H/C III,Bududa Hub    ,Bududa,Mid Eastern,\N,Bukalasi HC III,Lyd040RjHYd,N1xaXqoA8uB
Rutaka H/C III,H/C III,Kisoro Hub   ,Kisoro,South Western,\N,Rutaka HC III,bAyAiJKq92R,BcwFb1couM0
Kitholhu H/C III,H/C III,Kagando Hub   ,Kasese,Mid Western,\N,Kitholhu HC III,aDEsACuMGHZ,vow2YF6vHUb
Kasubi H/C III,H/C III,Kawolo Hub   ,Buikwe ,Central 2,sHwAlmYg5Hs,Kasubi HC III,sHwAlmYg5Hs,jaT580npUXu
Bugaana H/C II,H/C II,Buyinja Hub   ,Namayingo,East Central,WNrSmg2aMGz,Bugana HC II,WNrSmg2aMGz,iQqBW2YyIxi
Kandago H/C II,H/C II,Kabale Hub   ,Kabale,South Western,\N,Kandago HC II,NkER3oDFQZb,HAJ574qPvec
FortPortal Prisons H/C III,H/C III,FortPortal Hub  ,Kabarole,Mid Western,aZyNT3U2LGI,Fort Portal Women Prisons HC II,#N/A,JbmRN5l4rYe
Nyabihuniko H/C III,H/C III,Kisoro Hub   ,Kisoro,South Western,\N,Nyabihuniko HC III,oJjQxwDB9EW,DV7o7ohJMkl
Bulujewa H/C III,H/C III,Budadiri Hub     ,Sironko,Mid Eastern,\N,Bulujewa HC III,D4NIfKfOjKu,G7WlMciwMGH
Bumulisha H/C III,H/C III,Budadiri Hub     ,Sironko,Mid Eastern,\N,Bumulisha HC III,jauAUu9YBbl,uzxRJjBQfb0
Bikurungu H/C III,H/C III,Nyakibale Hub   ,Rukungiri,South Western,\N,Bikurungu HC III,gbBl9ETEePr,bsqvHksi1Su
Biikira H/C III,H/C III,Rakai Hub   ,Rakai,Central 1,HXw8RJKyuDz,BikiraBikiira Maria HC III,HXw8RJKyuDz,CJHhaipFbLf
Rubona H/C II,H/C II,FortPortal Hub  ,Bunyangabu,Mid Western,\N,Rubona HC II,cK771z6IUQW,UfGmZ4cIr0Y
Bulwala H/C III,H/C III,Budadiri Hub     ,Sironko,Mid Eastern,\N,Bulwala HC III,a9fe7RYnAFV,rELT1r3mWun
Riki H/C III,H/C III,Arua Hub   ,Arua,West Nile,\N,Riki HC III,h3Vg6HpRGmB,MJzkIieZBSQ
Gborokolongo H/C III,H/C III,Koboko Hub   ,Koboko,West Nile,\N,Gborokolongo HC III,gSxv8y8vQ4H,z5o0lKVEPzW
Ruti H/C,H/C II,Mbarara Hub   ,Mbarara,South Western,tlQsh4yJwwb,Ruti HC II,tlQsh4yJwwb,xAHXhT9hypY
Adjumani Mission H/C III,H/C III,Adjumani Hub   ,Adjumani,West Nile,\N,Adjumani Mission HC III,aoqEF4fUP18,Ch7J7Bn8UqA
Mbale Main Prisons H/C III,H/C III,Mbale Hub   ,Mbale,Mid Eastern,AtuVg4C11UO,Mbale Main Prison's HC III,AtuVg4C11UO,OoQatY5pzS6
Kakure H/C II,H/C II,Kaberamaido Hub   ,Kaberamaido,North East,\N,Kakure HC II,cV6erj5W4Nh,gf130f9aGg6
Itula H/C III,H/C III,Moyo Hub   ,Moyo,West Nile,\N,Itula HC III,X5ebRy9YPbR,HaIVcb5AkrR
Jaana H/C II,H/C II,Kalangala Hub    ,Kalangala,Central 1,\N,Jaana HC II,azzeotS1e0O,tM2FpMhev7N
Kahondo H/C II,H/C II,Kabale Hub   ,Bunyangabu,Mid Western,sZ9PPpo8ejT,Kabarole Kahondo HC II GOVT,#N/A,FeBDtxqZuhH
Kabwangasi H/C III,H/C III,Pallisa Hub   ,Butebo,Mid Eastern,\N,Kabwangasi HC III,akKqxsRNtae,zAn3I0cq7H9
Lwanjusi H/C III,H/C III,Tororo Hub   ,Manafwa,Mid Eastern,roJb8A7yXNm,Lwanjusi HC III,roJb8A7yXNm,xCxS7AGambt
Bugali H/C II,H/C II,Buyinja Hub   ,Namayingo,East Central,RfYTyh0UmGQ,Bugali HC II,RfYTyh0UmGQ,cqqrdPPMTKI
Nangara H/C II,H/C II,Kabale Hub   ,Rubanda,South Western,\N,Nangara HC II,aH4vG0wm5U0,T5xoZlgSFfw
Namugongo Fund For Special Children,Clinic,Kampala Hub,Wakiso,Central 1,\N,Namugongo Fund For Special Children,afvG6pq13B1,hdtsII6kqmI
Kisoko H/C III,H/C III,Tororo Hub   ,Tororo,Mid Eastern,\N,Kisoko HC III,HNjaSmUnPzM,rF9FXSqhgQM
Kirika H/C III,H/C III,Pallisa Hub   ,Kibuku,Mid Eastern,\N,Kirika HC III,YIxPa3eWbPq,OjKLhh01mMa
Kyanamuyojo H/C III,H/C III,Kiboga Hub   ,Kiboga,Central 2,udyIvAUWRfi,Kyanamuyonjo HC III,udyIvAUWRfi,JomTCvHHn2t
Kahokya H/C II,H/C II,Kagando Hub   ,Kasese,Mid Western,\N,Kahokya HC II,j3kOByZMdZu,rPlxiufX3cz
Gamogo H/C III,H/C III,Kapchorwa Hub   ,Kapchorwa,Mid Eastern,\N,Gamogo HC III,jKb8fhTLrfC,BA0TcCoceJx
Otwee H/C III,H/C III,Atiak Hub   ,Amuru,Mid Northern,rnSuCabTqe3,Otwee HC III,rnSuCabTqe3,wAtHJzz99Zp
Kagulu H/C II,H/C II,Kidera Hub   ,Buyende ,East Central,\N,Kagulu HC II,QOZR5fA8TL7,tvlxnZynyAC
Gadafi H/C III,H/C III,Jinja Hub   ,Jinja,East Central,BMmhOqlF4EB,Gaddafi HC III,BMmhOqlF4EB,ecCCORWkmHT
Ryeishe H/C III,H/C III,Bushenyi Hub   ,Bushenyi,South Western,\N,Ryeishe HC III,jQ29gGaeT89,ErNsWdb7LQ9
Tumu Hospital,Clinic,Bushenyi Hub   ,Buhweju,South Western,\N,Tumu Hospital,E4Vcl5DBfpq,ux7nNN7R0jq
Nteko H/C III,H/C III,Kisoro Hub   ,Kisoro,South Western,\N,Nteko HC III,z62IqCHW3MC,TK7JncO2qeu
Kagezi H/C III,H/C III,Kisoro Hub   ,Kisoro,South Western,\N,Kagezi HC III,lJf5crQrZpO,Uo40EZ9RNsz
Nyakabande H/C II,H/C II,Kisoro Hub   ,Kisoro,South Western,cfVjkhcqQqr,Nyakabande HC II,#N/A,kIZHqwDHStg
Bufuma H/C III,H/C III,Bududa Hub    ,Bududa,Mid Eastern,\N,Bufuma HC III,av5hBEV9k6X,YcQn1UfiZEh
Ruborogota H/C III,H/C III,Rwekubo Hub   ,Isingiro,South Western,\N,Ruborogota HC III,IoTKrKIPsRz,VZi69kKKYZ0
Bumasobo H/C III,H/C III,Kapchorwa Hub   ,Bulambuli,Mid Eastern,\N,Bumasobo HC III,G2x4IQfoW0p,KWloQmFVmmY
Nyondo H/C III,H/C III,Mbale Hub   ,Mbale,Mid Eastern,\N,Nyondo HC III,vaNMmgaScuW,lcWpuHQ8dhm
Okocho H/C II,H/C II,Katakwi Hub   ,Katakwi ,North East,\N,Okocho HC II,IRSPu9HXn42,dYWVUDe7o1r
Jupanziri H/C III,H/C III,Nebbi Hub   ,Nebbi,West Nile,\N,Jupanziri HC III,T2ENFWE19Bu,Yondlk5MfAZ
Naminya H/C II,H/C II,Kawolo Hub   ,Buikwe ,Central 2,\N,Naminya HC II,joubGoymaJC,dNgGyArgKsx
Buziika H/C II,H/C II,Kawolo Hub   ,Buikwe ,Central 2,\N,Buziika HC II,WfEOwsEOMbc,TW4l4D4DLhb
Namulesa H/C II,H/C II,Kawolo Hub   ,Buikwe ,Central 2,\N,Namulesa HC II,z7Cf9DgHZWX,C1EWH4RyuDC
Bugobango H/C,\N,Gombe Hub   ,Butambala,Central 1,a93zYnWO0cT,Bugobango HC II,#N/A,fBovi5MwT0M
Jinja Police H/C III (Maternity),H/C III,Jinja Hub   ,Jinja,East Central,QPEq1rVFQA7,Jinja Police HC III,QPEq1rVFQA7,Qbcs95PZ8yH
KIgogola H/C II,H/C II,Mukono Hub ,Mukono ,Central 2,\N,KIgogola HC II,EuNXSEMyAGt,GVRn7V5xwCR
Awach H/C II,H/C II,Abim Hub     ,Abim,North East,\N,Awach HC II,sYhGbKU5621,uc8JeDqJAzC
Kibugga H/C II,H/C II,Gombe Hub   ,Butambala,Central 1,\N,Kibugga HC II,aP3vXWciBlE,hfqEA8xIhSP
Nabulenger H/C II,H/C II,Tokora Hub    ,Nakapiripirit,North East,\N,Nabulenger HC II,vkGD2Qs9ej0,O1zcoSrRVn2
Lobalangit H/C II,H/C II,Kaabong Hub   ,Kaabong ,North East,\N,Lobalangit HC II,dfFefs1HDIs,u0N4hFMSe7V
Kopoth H/C II,H/C II,Kaabong Hub   ,Kaabong ,North East,\N,Kopoth HC II,hGgRhRwqMq6,JBGsPuKImCZ
Gwere H/C II,H/C II,Moyo Hub   ,Moyo,West Nile,aFLv0Mbd84E,Gwere HC II,#N/A,zSPInNJEHRJ
Iboa H/C II,H/C II,Moyo Hub   ,Moyo,West Nile,\N,Iboa HC II,ZxrAPP6eP96,oLU61SkYrEC
Akworo H/C III,H/C III,Nebbi Hub   ,Nebbi,West Nile,\N,Akworo HC III,gBiYU9OJgsv,j7tyj9Vzfnv
Kaweweta H/C III,H/C III,Ngoma Hub   ,Nakaseke,Central 2,AUl2LinS4Zb,Kaweweta HC II,AUl2LinS4Zb,n4E1VbFOInG
Mamba H/C II,H/C II,Maddu Hub    ,Gomba,Central 1,\N,Mamba HC II,SfqoAfHZm8l,HfbNYb2IEY3
Mawuki H/C II,H/C II,Maddu Hub    ,Gomba,Central 1,\N,Mawuki HC II,MGA4eDHuCG9,G8P4zk218aJ
Luweero Industries,Clinic,Nakasongola Hub   ,Nakasongola,Central 2,amOfrCsmDMr,Luweero Industries Ltd Clinic HC II,#N/A,q2b7pzVGMA5
Franciscan H/C KAKOOGE,\N,Nakasongola Hub   ,Nakasongola,Central 2,K56hypi6AUE,Francisca Clinic - NR,#N/A,iQoFSt78CkU
Kyangatto H/C II,H/C II,Ngoma Hub   ,Nakaseke,Central 2,\N,Kyangatto HC II,l6faU6mJBOh,rIe5pQCOaux
Kakoola H/C III,H/C III,Ngoma Hub   ,Nakaseke,Central 2,aNWVZ9aCbQb,Kakoola HC II (Nakasongola),#N/A,oqL8F6V7GO6
Kabatema H/C II,H/C II,Lyantonde Hub   ,Lyantonde,Central 1,\N,Kabatema HC II,U3mTlziiq3m,PJppi1MpptL
Kabayanda H/C II,H/C II,Lyantonde Hub   ,Lyantonde,Central 1,\N,Kabayanda HC II,aRs9kg1lEWy,vLvaQ13EsBx
ST JOSEPH  H/ C III(Madudu),H/C III,kassanda Hub   ,Mubende,Central 2,alZgEM25r1K,St. Joseph Madudu HC III,alZgEM25r1K,TSMdBrR3tlO
Bubalya H/C III,H/C III,Busolwe Hub   ,Butaleja,Mid Eastern,\N,Bubalya HC III,acQwn1AZXQn,klU1HNv3d2c
Ngenge H/C III,H/C III,Kapchorwa Hub   ,Kween,Mid Eastern,PfIEJ2cH2SX,Ngenge HC III,PfIEJ2cH2SX,Ym2Sl1TEGEW
Nazigo Mission H/C II,H/C II,Kayunga Hub  ,Kayunga,Central 2,\N,Nazigo Mission HC II,Wt9Xc9u5KQ1,kSr9stdZeNv
Bukamba H/C II,H/C II,Kayunga Hub  ,Kayunga,Central 2,\N,Bukamba HC II,VzSXA2ZxOPq,Egqshms7iw4
Nakatovu H/C II,H/C II,Kayunga Hub  ,Kayunga,Central 2,\N,Nakatovu HC II,KOR692oAfkP,lBmZgqYnnE1
Namusaala H/C II,H/C II,Kayunga Hub  ,Kayunga,Central 2,EKbyglK4z19,Namusaala HC II,EKbyglK4z19,lEwWbvlXRdo
Namuyenje H/C II,H/C II,Mukono Hub ,Mukono ,Central 2,\N,Namuyenje HC II,nwcLOxR3qXv,QcjWREw7MiN
Kiyoola H/C II,H/C II,Mukono Hub ,Mukono ,Central 2,\N,Kiyoola HC II,l8EC97zI8Xl,jJ3JtDmjglb
Diika H/C II,H/C II,kiryandongo Hub   ,Kiryandongo,Mid Western,Ya7rTeUc2Dy,Diika HC II,#N/A,uNBRCz0Dmts
Kangalaba H/C III,H/C III,Busolwe Hub   ,Butaleja,Mid Eastern,\N,Kangalaba HC III,zgyDdqkSzJA,xPBwvf3aYEo
Ntooma H/C II,H/C II,Masindi Hub   ,Masindi ,Mid Western,\N,Ntooma HC II,acVWpFNPBT4,FojOrZE3IJW
Kitanyata H/C II,H/C II,Masindi Hub   ,Masindi ,Mid Western,\N,Kitanyata HC II,muTxqZACHER,T2vBnTFa7y0
Karungu H/C III,H/C III,kiryandongo Hub   ,Kiryandongo,Mid Western,\N,Karungu HC III,Q2xPLKiCPXu,p9IYogb1XYD
Kigwera H/C II,H/C II,Buliisa Hub   ,Buliisa,Mid Western,\N,Kigwera HC II,Qk1XgoxFmuU,Lx47xE8tYJR
Avogera H/C II,H/C II,Buliisa Hub   ,Buliisa,Mid Western,x5YYIG54agu,Avogera HC III,x5YYIG54agu,yJPNQqg5R4N
Kihungya H/C II,H/C II,Buliisa Hub   ,Buliisa,Mid Western,\N,Kihungya HC II,Sq5R0McgjQo,Ta1RDwRSF12
St Marys H/C III(Kibaale),H/C III,Kakindo Hub   ,Kibaale,Mid Western,zCodguezLzO,St Marys HC III Kakindo,zCodguezLzO,o9eUS6Qalif
Seeta H/C II,H/C II,Kiboga Hub   ,Kiboga,Central 2,llNeiWHW1oW,Seeta HC II,#N/A,MsOqFBPmKSE
Karongo H/C III,H/C III,Hoima Hub   ,Hoima,Mid Western,\N,Karongo HC III,a3CefBcMInT,Q6mddcoVPAM
Awaliwal H/C II,H/C II,Soroti Hub   ,Soroti,North East,\N,Awaliwal HC II,gqpItvve2Rk,OUF8VcwhgzM
Buhaghura H/C III,H/C III,Kilembe Mines Hub   ,Kasese,Mid Western,\N,Buhaghura HC III,PO2hM0JUIn2,LgLKDqvqGFA
Kyantungo H/C IV,H/C IV,Mityana Hub   ,Mityana,Central 2,DsaeEp9J3X4,Kyantungo HC IV,DsaeEp9J3X4,GVyM1VAKlNt
Kibaale  H/C II( Rakai),H/C II,Rakai Hub   ,Rakai,Central 1,AjwnALSnLrK,Kibaale HC II GOVT,AjwnALSnLrK,N1LHUnseFVt
Pawor H/C III,H/C III,Rhino Camp Hub  ,Arua,West Nile,\N,Pawor HC III,b583xiTbJgi,NGHMhi8N8me
Wanale H/C III,H/C III,Mbale Hub   ,Mbale,Mid Eastern,\N,Wanale HC III,KBk0KFmtX6p,RXG8YQkwAly
Nyamityobora H/C III,H/C III,Mbarara Hub   ,Mbarara,South Western,J7hNSRvyUFC,Nyamityobora HC II,J7hNSRvyUFC,HlFi6yfDg3E
Bunapongo H/C III,H/C III,Mbale Hub   ,Mbale,Mid Eastern,\N,Bunapongo HC III,Lm5ZpEDH78a,kpdYqfVfX6a
Kawoko muslim H/C III,H/C III,Ssembabule Hub   ,Bukomansimbi,Central 1,\N,Kawoko muslim HC III,A7BAVMsywaQ,i3vmEeHTIov
Teguzibirwa Dom Clinic,Clinic,Butenga Hub   ,Kalungu,Central 1,\N,Teguzibirwa Dom Clinic,OoIuPjmXDde,TlaGjSb5ln1
Kasasira H/C III,H/C III,Pallisa Hub   ,Kibuku,Mid Eastern,\N,Kasasira HC III,Azo3MsuykUZ,jOE7BXC0Vww
Ukusijoni H/C III,H/C III,Adjumani Hub   ,Adjumani,West Nile,\N,Ukusijoni HC III,Mq6H4E2PlH7,ij4iCWnfU3c
Bukhalu H/C III,H/C III,Kapchorwa Hub   ,Bulambuli,Mid Eastern,\N,Bukhalu HC III,DeLCxOv0IDy,PgtwJaq2C7M
Bumugusha H/C III,H/C III,Kapchorwa Hub   ,Kapchorwa,Mid Eastern,\N,Bumugusha HC III,CwPZMYQPea5,k5iPxLg64B9
Kaboloi H/C III,H/C III,Pallisa Hub   ,Pallisa,Mid Eastern,\N,Kaboloi HC III,mPn3Kj2J8r0,uyurAeaC41d
Kagwara H/C II,H/C II,Serere Hub   ,Serere,North East,\N,Kagwara HC II,aoKmCk2WKgG,qvq6N954BMx
Makhonje H/C III,H/C III,Mbale Hub   ,Mbale,Mid Eastern,fe5T2gr64Y5,Makhonje HC III,fe5T2gr64Y5,GjQ9yZ6xPKf
Kortek H/C III,H/C III,Kapchorwa Hub   ,Bukwo,Mid Eastern,\N,Kortek HC III,arWb0FvSbW8,hcjp8ONilQA
Soroti Medical Associate Nursing Home,\N,Soroti Hub   ,Soroti,North East,HOnIGbyX0cw,Soroti Medical Associates HC II,#N/A,DGgW9lP2PsJ
Lugala H/C II,H/C II,Buyinja Hub   ,Namayingo,East Central,\N,Lugala HC II,zSvdFQRU9Xw,eJnFlXzxNVJ
Qudrah Medical Center,Clinic,Wakiso Hub  ,Wakiso,Central 1,VQEzkkbWHar,Qudrah Medical Clinic,#N/A,LkNhKzyH48D
Kikwayi H/C II,H/C II,Kawolo Hub   ,Buikwe ,Central 2,\N,Kikwayi HC II,Eu7L6ZmhA4R,vel5nKSUjIh
